관리비_index,회원_index,청구년월,납부상태,합계금액,전기세,수도세,가스비,일반관리비,공동전기료,승강기전기료,청소비,경비비,수선유지비
2352,184,20260401,True,185779,44375,12159,28477,41263,14186,10160,18837,12301,4021
2353,184,20260501,True,183785,39780,13732,28739,41871,14680,10208,18751,12089,3935
2354,184,20260601,True,186417,45134,12706,28039,41156,14449,10147,18429,12279,4078
2355,184,20260701,True,189687,44414,12794,29375,42548,14649,10788,18976,12074,4069
2356,184,20260801,True,187962,46334,12603,27223,41935,14431,10427,18895,12186,3928
2357,184,20260901,True,179999,40583,12282,26115,41559,14535,10158,18520,12225,4022
2358,185,20260801,True,163195,31920,9559,22316,41935,14431,6949,18895,12186,5004
2359,185,20260901,True,164120,31679,10641,23175,41559,14535,6969,18520,12225,4817
2360,186,20260901,True,231827,71413,20188,40873,41559,14535,7094,18520,12225,5420
2361,187,20260901,True,177493,39620,10890,23829,41559,14535,10464,18520,12225,5851
2362,188,20260801,True,176131,38142,12346,24986,41935,14431,7651,18895,12186,5559
2363,188,20260901,True,175229,38025,11539,24975,41559,14535,8099,18520,12225,5752
2364,189,20260301,True,239561,71065,21846,48481,42535,14118,6338,18166,12340,4672
2365,189,20260401,True,241203,72786,23769,47130,41263,14186,6294,18837,12301,4637
2366,189,20260501,True,243124,71950,24717,47897,41871,14680,6391,18751,12089,4778
2367,189,20260601,False,249446,78919,23244,50050,41156,14449,6198,18429,12279,4722
2368,189,20260701,True,249501,77353,24671,47846,42548,14649,6702,18976,12074,4682
2369,189,20260801,True,251753,79782,21705,51481,41935,14431,6705,18895,12186,4633
2370,189,20260901,True,249774,75230,24681,51660,41559,14535,6731,18520,12225,4633
2371,190,20260901,True,246169,73027,23996,49520,41559,14535,8766,18520,12225,4021
2372,191,20260201,True,158528,31441,9013,17948,40827,14496,9186,18127,12463,5027
2373,191,20260301,True,161046,31556,9201,18598,42535,14118,9522,18166,12340,5010
2374,191,20260401,True,161028,30761,9548,19515,41263,14186,9404,18837,12301,5213
2375,191,20260501,True,163456,31870,9926,19850,41871,14680,9577,18751,12089,4842
2376,191,20260601,True,160410,29687,9862,20436,41156,14449,9285,18429,12279,4827
2377,191,20260701,True,162862,31051,9269,19621,42548,14649,9357,18976,12074,5317
2378,191,20260801,True,157760,27813,8953,19210,41935,14431,9204,18895,12186,5133
2379,191,20260901,True,162451,31400,9162,20680,41559,14535,9072,18520,12225,5298
2380,192,20260901,True,263384,86366,25231,50239,41559,14535,9329,18520,12225,5380
2381,193,20260301,True,210421,55799,16762,34849,42535,14118,9197,18166,12340,6655
2382,193,20260401,True,208324,50940,16168,38329,41263,14186,9290,18837,12301,7010
2383,193,20260501,True,206529,52935,16983,33353,41871,14680,9376,18751,12089,6491
2384,193,20260601,True,209311,54553,16621,35596,41156,14449,9556,18429,12279,6672
2385,193,20260701,True,216302,57661,16287,37811,42548,14649,9775,18976,12074,6521
2386,193,20260801,True,213506,54267,16904,38606,41935,14431,9596,18895,12186,6686
2387,193,20260901,True,212580,56232,16375,36577,41559,14535,9748,18520,12225,6809
2388,194,20250301,True,213955,59302,16125,36929,40533,14233,10658,18132,11783,6260
2389,194,20250401,True,209887,51619,16182,38818,41549,14187,10534,18316,12029,6653
2390,194,20250501,True,205441,53491,17021,34273,40063,14059,9977,17664,12288,6605
2391,194,20250601,False,210639,51301,17297,38572,41930,14442,10487,17954,11787,6869
2392,194,20250701,True,206630,51742,17574,34607,42000,14548,9996,17784,12064,6315
2393,194,20250801,True,212904,56511,16671,38338,40410,14441,9883,18430,11870,6350
2394,194,20250901,True,209778,52042,15811,38486,41314,14316,10561,18007,12338,6903
2395,194,20251001,True,209430,55372,17031,33515,41277,14100,10680,18287,12273,6895
2396,194,20251101,True,212930,58284,17854,33139,40889,14195,10881,18733,12246,6709
2397,194,20251201,True,216752,57452,17696,38559,41448,14366,10611,17968,12009,6643
2398,194,20260101,True,204742,51597,16768,33819,41311,14441,10193,18098,12026,6489
2399,194,20260201,True,210843,57459,16806,33823,40827,14496,10071,18127,12463,6771
2400,194,20260301,True,210727,53049,15773,37664,42535,14118,10655,18166,12340,6427
2401,194,20260401,True,212011,54013,16059,38562,41263,14186,10319,18837,12301,6471
2402,194,20260501,True,219785,58616,17225,38703,41871,14680,10990,18751,12089,6860
2403,194,20260601,True,213614,59330,15986,35090,41156,14449,10222,18429,12279,6673
2404,194,20260701,True,216921,56667,16073,38828,42548,14649,10370,18976,12074,6736
2405,194,20260801,True,210491,53692,16467,35362,41935,14431,10500,18895,12186,7023
2406,194,20260901,True,210208,51511,16933,37796,41559,14535,10161,18520,12225,6968
2407,195,20260901,True,267780,113162,16855,36497,41559,14535,9983,18520,12225,4444
2408,196,20260401,True,182256,41565,13063,28873,41263,14186,7874,18837,12301,4294
2409,196,20260501,True,178324,40367,12316,26231,41871,14680,7936,18751,12089,4083
2410,196,20260601,True,178373,42559,11480,25652,41156,14449,7897,18429,12279,4472
2411,196,20260701,True,176824,36909,12726,26449,42548,14649,8397,18976,12074,4096
2412,196,20260801,True,178965,41598,11422,26201,41935,14431,7918,18895,12186,4379
2413,196,20260901,True,175607,37658,11598,27088,41559,14535,8180,18520,12225,4244
2414,197,20260701,True,251431,76114,22503,48411,42548,14649,9824,18976,12074,6332
2415,197,20260801,True,252949,78139,21225,50387,41935,14431,9406,18895,12186,6345
2416,197,20260901,True,249203,76656,21681,48284,41559,14535,9744,18520,12225,5999
2417,198,20260501,True,143461,22229,6559,16053,41871,14680,6908,18751,12089,4321
2418,198,20260601,True,146640,25913,7219,15757,41156,14449,7051,18429,12279,4387
2419,198,20260701,True,146115,23157,7391,16155,42548,14649,6802,18976,12074,4363
2420,198,20260801,True,144614,23476,6998,15572,41935,14431,6853,18895,12186,4268
2421,198,20260901,True,140716,22180,6759,14243,41559,14535,6519,18520,12225,4176
2422,199,20260801,True,196236,46157,15260,33017,41935,14431,10427,18895,12186,3928
2423,199,20260901,True,197234,45968,16354,33893,41559,14535,10158,18520,12225,4022
2424,200,20260801,True,164473,31953,10324,22796,41935,14431,6949,18895,12186,5004
2425,200,20260901,True,163501,31546,9892,23438,41559,14535,6969,18520,12225,4817
2426,201,20250501,True,247388,79955,21080,49634,40063,14059,7164,17664,12288,5481
2427,201,20250601,True,251691,79443,22766,51120,41930,14442,6856,17954,11787,5393
2428,201,20250701,True,242498,70205,22251,51308,42000,14548,6924,17784,12064,5414
2429,201,20250801,True,245541,79535,21128,46719,40410,14441,7476,18430,11870,5532
2430,201,20250901,False,241661,70642,21133,51415,41314,14316,6874,18007,12338,5622
2431,201,20251001,True,250073,79696,20945,50376,41277,14100,7443,18287,12273,5676
2432,201,20251101,True,241487,70282,21366,51376,40889,14195,7102,18733,12246,5298
2433,201,20251201,True,237950,71970,21999,45581,41448,14366,7184,17968,12009,5425
2434,201,20260101,True,247732,77408,21167,50398,41311,14441,7511,18098,12026,5372
2435,201,20260201,True,248014,77744,21250,49826,40827,14496,7601,18127,12463,5680
2436,201,20260301,True,246179,77189,21654,47292,42535,14118,7036,18166,12340,5849
2437,201,20260401,True,251609,79500,22877,49765,41263,14186,7148,18837,12301,5732
2438,201,20260501,True,244281,74911,21652,47460,41871,14680,7251,18751,12089,5616
2439,201,20260601,True,243071,73661,23775,46407,41156,14449,7304,18429,12279,5611
2440,201,20260701,True,252358,80684,22280,48601,42548,14649,7076,18976,12074,5470
2441,201,20260801,True,250655,76396,24008,49589,41935,14431,7422,18895,12186,5793
2442,201,20260901,True,241453,76263,20797,45040,41559,14535,7094,18520,12225,5420
2443,202,20260901,True,189591,44697,13397,28343,41559,14535,10464,18520,12225,5851
2444,203,20240901,True,176791,40513,13326,25914,41110,13935,7442,17461,11797,5293
2445,203,20241001,True,174100,38277,11903,25041,41593,14034,7203,18298,12101,5650
2446,203,20241101,True,176037,39326,13322,26034,39674,14192,7798,18072,11930,5689
2447,203,20241201,True,170839,36818,11825,25318,40260,14161,7326,17595,11890,5646
2448,203,20250101,True,176686,39445,12085,26771,40709,14404,7720,18308,11808,5436
2449,203,20250201,True,177141,40946,11652,26433,40874,13885,7186,18373,12190,5602
2450,203,20250301,True,175250,39223,12437,26028,40533,14233,7312,18132,11783,5569
2451,203,20250401,True,179675,42289,11697,26521,41549,14187,7662,18316,12029,5425
2452,203,20250501,True,177637,41061,13286,25888,40063,14059,7805,17664,12288,5523
2453,203,20250601,True,173712,38552,11505,24853,41930,14442,7247,17954,11787,5442
2454,203,20250701,True,174549,37192,13171,25097,42000,14548,7391,17784,12064,5302
2455,203,20250801,True,177816,38650,12228,28647,40410,14441,7483,18430,11870,5657
2456,203,20250901,True,174592,38587,12253,24899,41314,14316,7415,18007,12338,5463
2457,203,20251001,True,178220,40189,12571,26342,41277,14100,7714,18287,12273,5467
2458,203,20251101,True,177828,39675,12773,26030,40889,14195,7755,18733,12246,5532
2459,203,20251201,True,176137,39299,11726,25792,41448,14366,7726,17968,12009,5803
2460,203,20260101,True,174741,36909,11873,26939,41311,14441,7516,18098,12026,5628
2461,203,20260201,True,183500,42870,12419,28874,40827,14496,7773,18127,12463,5651
2462,203,20260301,True,182180,41415,12443,27820,42535,14118,7646,18166,12340,5697
2463,203,20260401,False,181839,41013,12994,28064,41263,14186,7801,18837,12301,5380
2464,203,20260501,True,179559,40429,13163,25882,41871,14680,7349,18751,12089,5345
2465,203,20260601,True,182425,41982,12911,27727,41156,14449,8094,18429,12279,5398
2466,203,20260701,True,182260,40727,12993,27129,42548,14649,7520,18976,12074,5644
2467,203,20260801,False,178578,39981,12456,25484,41935,14431,7651,18895,12186,5559
2468,203,20260901,True,181996,41718,12935,26653,41559,14535,8099,18520,12225,5752
2469,204,20241001,True,229982,67793,19759,45637,41593,14034,6143,18298,12101,4624
2470,204,20241101,True,225477,67182,21452,42394,39674,14192,6297,18072,11930,4284
2471,204,20241201,True,227939,66933,21937,44715,40260,14161,6106,17595,11890,4342
2472,204,20250101,True,221958,63605,20706,41861,40709,14404,6214,18308,11808,4343
2473,204,20250201,True,222934,63058,20254,43798,40874,13885,6000,18373,12190,4502
2474,204,20250301,False,228755,66187,19893,47220,40533,14233,6198,18132,11783,4576
2475,204,20250401,True,222611,63389,21016,41444,41549,14187,6266,18316,12029,4415
2476,204,20250501,True,223078,63037,20690,44246,40063,14059,6379,17664,12288,4652
2477,204,20250601,True,227764,63676,22429,44341,41930,14442,6576,17954,11787,4629
2478,204,20250701,False,225129,64961,19849,43090,42000,14548,6203,17784,12064,4630
2479,204,20250801,True,221097,62687,21091,41326,40410,14441,6042,18430,11870,4800
2480,204,20250901,True,228639,68964,20633,41951,41314,14316,6570,18007,12338,4546
2481,204,20251001,True,227549,65135,19531,46150,41277,14100,6111,18287,12273,4685
2482,204,20251101,True,232644,68401,21229,45836,40889,14195,6336,18733,12246,4779
2483,204,20251201,True,232600,70056,20936,45107,41448,14366,6269,17968,12009,4441
2484,204,20260101,True,227498,62629,21938,46232,41311,14441,6154,18098,12026,4669
2485,204,20260201,True,225469,67040,20236,41104,40827,14496,6459,18127,12463,4717
2486,204,20260301,True,234336,72621,20060,43486,42535,14118,6338,18166,12340,4672
2487,204,20260401,False,229981,66443,20641,45379,41263,14186,6294,18837,12301,4637
2488,204,20260501,True,224033,63620,21223,40630,41871,14680,6391,18751,12089,4778
2489,204,20260601,True,226994,64432,19658,45671,41156,14449,6198,18429,12279,4722
2490,204,20260701,True,225565,64690,19831,41413,42548,14649,6702,18976,12074,4682
2491,204,20260801,True,229855,69758,19886,41426,41935,14431,6705,18895,12186,4633
2492,204,20260901,True,235397,72485,19815,44894,41559,14535,6731,18520,12225,4633
2493,205,20240501,True,213220,60011,19155,37312,41070,13864,8732,17517,11636,3923
2494,205,20240601,True,217635,65979,18521,36388,40433,13752,8800,17830,12038,3894
2495,205,20240701,True,220074,62327,19148,41983,40178,13746,8758,18227,11831,3876
2496,205,20240801,True,215122,64623,17742,37311,39627,13650,8862,17471,11921,3915
2497,205,20240901,True,213257,59314,19530,38022,41110,13935,8328,17461,11797,3760
2498,205,20241001,True,223041,62545,19127,42343,41593,14034,8984,18298,12101,4016
2499,205,20241101,True,224604,65957,19841,42561,39674,14192,8639,18072,11930,3738
2500,205,20241201,True,214692,58601,20079,39707,40260,14161,8471,17595,11890,3928
2501,205,20250101,True,222693,66499,18376,40201,40709,14404,8421,18308,11808,3967
2502,205,20250201,True,213663,59809,17886,37693,40874,13885,9231,18373,12190,3722
2503,205,20250301,True,218148,64696,17171,38904,40533,14233,8857,18132,11783,3839
2504,205,20250401,True,222737,62351,19871,41868,41549,14187,8805,18316,12029,3761
2505,205,20250501,True,218112,63929,19792,37791,40063,14059,8694,17664,12288,3832
2506,205,20250601,True,222602,66459,17448,39369,41930,14442,9268,17954,11787,3945
2507,205,20250701,True,218708,62800,19307,37194,42000,14548,9232,17784,12064,3779
2508,205,20250801,True,215355,62387,17801,37139,40410,14441,9133,18430,11870,3744
2509,205,20250901,True,221358,62083,18918,41929,41314,14316,8548,18007,12338,3905
2510,205,20251001,True,219158,62518,18121,39737,41277,14100,8869,18287,12273,3976
2511,205,20251101,True,214084,60334,17517,37466,40889,14195,8875,18733,12246,3829
2512,205,20251201,True,223265,65474,17722,41414,41448,14366,8978,17968,12009,3886
2513,205,20260101,True,220826,63351,18653,40288,41311,14441,8633,18098,12026,4025
2514,205,20260201,True,222897,64191,18739,41002,40827,14496,9081,18127,12463,3971
2515,205,20260301,False,218157,58673,17934,41694,42535,14118,8840,18166,12340,3857
2516,205,20260401,True,225154,64633,19433,41239,41263,14186,9465,18837,12301,3797
2517,205,20260501,True,222055,65599,19263,36868,41871,14680,8776,18751,12089,4158
2518,205,20260601,True,219967,64402,19007,36852,41156,14449,9300,18429,12279,4093
2519,205,20260701,True,221402,61809,19508,39114,42548,14649,8882,18976,12074,3842
2520,205,20260801,True,221577,63463,17282,40326,41935,14431,9086,18895,12186,3973
2521,205,20260901,True,213052,57296,17557,38573,41559,14535,8766,18520,12225,4021
2522,206,20231101,True,154621,28152,9809,19954,39356,14045,8998,17668,11724,4915
2523,206,20231201,True,153353,28851,8589,20475,39235,13927,8450,17275,11611,4940
2524,206,20240101,True,156500,30366,9165,19472,40931,13891,8338,17650,11809,4878
2525,206,20240201,True,153997,27967,8722,20321,40711,14009,8749,17394,11449,4675
2526,206,20240301,True,156273,31383,8926,19402,39731,13683,8979,17408,12002,4759
2527,206,20240401,True,154721,29843,8528,18092,40922,13740,9154,17830,11702,4910
2528,206,20240501,True,157999,31851,9020,19926,41070,13864,8459,17517,11636,4656
2529,206,20240601,True,155669,31074,8868,18407,40433,13752,8569,17830,12038,4698
2530,206,20240701,True,155155,28190,9071,20428,40178,13746,8493,18227,11831,4991
2531,206,20240801,True,155658,32355,9008,18092,39627,13650,8440,17471,11921,5094
2532,206,20240901,True,156056,28417,9313,20216,41110,13935,8943,17461,11797,4864
2533,206,20241001,True,156009,27789,9155,19209,41593,14034,8901,18298,12101,4929
2534,206,20241101,True,157208,30490,9368,19375,39674,14192,9021,18072,11930,5086
2535,206,20241201,True,160416,32393,9600,20369,40260,14161,9002,17595,11890,5146
2536,206,20250101,True,158390,31709,9238,18332,40709,14404,8734,18308,11808,5148
2537,206,20250201,True,160877,31449,9830,20639,40874,13885,8742,18373,12190,4895
2538,206,20250301,True,159279,30137,9774,20795,40533,14233,8894,18132,11783,4998
2539,206,20250401,True,159609,28855,9543,20941,41549,14187,9202,18316,12029,4987
2540,206,20250501,True,157708,30227,9161,20687,40063,14059,8820,17664,12288,4739
2541,206,20250601,True,156351,28530,9521,18525,41930,14442,8933,17954,11787,4729
2542,206,20250701,True,158499,29518,8820,20039,42000,14548,8865,17784,12064,4861
2543,206,20250801,True,158678,29520,9461,20205,40410,14441,9128,18430,11870,5213
2544,206,20250901,True,158690,30696,9445,18899,41314,14316,8644,18007,12338,5031
2545,206,20251001,True,157651,27699,9758,20300,41277,14100,8925,18287,12273,5032
2546,206,20251101,True,160695,31066,9707,19284,40889,14195,9455,18733,12246,5120
2547,206,20251201,True,160075,32211,8834,19381,41448,14366,8644,17968,12009,5214
2548,206,20260101,True,159114,29472,9855,19910,41311,14441,9140,18098,12026,4861
2549,206,20260201,True,160127,32141,9014,18846,40827,14496,9186,18127,12463,5027
2550,206,20260301,True,159999,28495,9624,20189,42535,14118,9522,18166,12340,5010
2551,206,20260401,True,158689,30208,8739,18538,41263,14186,9404,18837,12301,5213
2552,206,20260501,True,161763,31100,9448,19405,41871,14680,9577,18751,12089,4842
2553,206,20260601,True,161101,31402,9734,19540,41156,14449,9285,18429,12279,4827
2554,206,20260701,True,160888,30145,9812,18010,42548,14649,9357,18976,12074,5317
2555,206,20260801,True,158841,28123,8819,20115,41935,14431,9204,18895,12186,5133
2556,206,20260901,True,161866,31585,8869,20203,41559,14535,9072,18520,12225,5298
2557,207,20250501,True,247770,76321,23313,49333,40063,14059,9572,17664,12288,5157
2558,207,20250601,True,248134,72476,23102,51787,41930,14442,9752,17954,11787,4904
2559,207,20250701,True,245565,71455,21573,51607,42000,14548,9252,17784,12064,5282
2560,207,20250801,True,242891,71331,22694,48669,40410,14441,9786,18430,11870,5260
2561,207,20250901,True,244616,70466,23426,50355,41314,14316,9240,18007,12338,5154
2562,207,20251001,True,241691,70080,23364,47652,41277,14100,9615,18287,12273,5043
2563,207,20251101,True,246421,79543,21239,44531,40889,14195,9822,18733,12246,5223
2564,207,20251201,True,242811,71893,21122,49373,41448,14366,9583,17968,12009,5049
2565,207,20260101,False,245664,70616,23120,51835,41311,14441,9272,18098,12026,4945
2566,207,20260201,True,240471,73879,20917,44750,40827,14496,9714,18127,12463,5298
2567,207,20260301,True,250982,78000,23545,47974,42535,14118,9198,18166,12340,5106
2568,207,20260401,True,255026,80897,21136,51538,41263,14186,9521,18837,12301,5347
2569,207,20260501,False,252327,78346,23396,48187,41871,14680,9866,18751,12089,5141
2570,207,20260601,True,246404,79938,21546,44364,41156,14449,9315,18429,12279,4928
2571,207,20260701,True,248117,76033,22001,47347,42548,14649,9365,18976,12074,5124
2572,207,20260801,True,248497,79051,22686,44260,41935,14431,9723,18895,12186,5330
2573,207,20260901,True,245627,73006,23094,47979,41559,14535,9329,18520,12225,5380
2574,208,20260701,True,231571,64152,19393,43483,42548,14649,9775,18976,12074,6521
2575,208,20260801,True,230730,65066,20268,41667,41935,14431,9596,18895,12186,6686
2576,208,20260901,True,227095,62071,18628,43000,41559,14535,9748,18520,12225,6809
2577,209,20250501,True,225613,62012,20042,42903,40063,14059,9977,17664,12288,6605
2578,209,20250601,True,222258,61732,17904,39153,41930,14442,10487,17954,11787,6869
2579,209,20250701,True,220048,61291,18620,37430,42000,14548,9996,17784,12064,6315
2580,209,20250801,True,227941,65850,18167,42540,40410,14441,9883,18430,11870,6350
2581,209,20250901,True,219292,58224,19411,38218,41314,14316,10561,18007,12338,6903
2582,209,20251001,True,218676,58804,18603,37757,41277,14100,10680,18287,12273,6895
2583,209,20251101,True,221975,56476,19851,41995,40889,14195,10881,18733,12246,6709
2584,209,20251201,True,222380,61352,20446,37537,41448,14366,10611,17968,12009,6643
2585,209,20260101,True,217676,56327,19992,38799,41311,14441,10193,18098,12026,6489
2586,209,20260201,True,225661,60303,20524,42079,40827,14496,10071,18127,12463,6771
2587,209,20260301,True,221172,57056,19852,40023,42535,14118,10655,18166,12340,6427
2588,209,20260401,True,232044,65283,20456,42928,41263,14186,10319,18837,12301,6471
2589,209,20260501,True,228510,64756,18676,39837,41871,14680,10990,18751,12089,6860
2590,209,20260601,True,226978,64105,19902,39763,41156,14449,10222,18429,12279,6673
2591,209,20260701,True,221266,56829,20445,38639,42548,14649,10370,18976,12074,6736
2592,209,20260801,True,226395,63611,18348,39466,41935,14431,10500,18895,12186,7023
2593,209,20260901,True,223621,60314,19253,40086,41559,14535,10161,18520,12225,6968
2594,210,20230801,True,206583,56112,16860,37515,40010,13364,9680,17209,11477,4356
2595,210,20230901,True,198507,51854,16118,36141,38847,13516,9202,17130,11491,4208
2596,210,20231001,True,203935,57197,15657,34514,40016,13630,9812,17394,11472,4243
2597,210,20231101,True,200328,50643,16975,35697,39356,14045,9841,17668,11724,4379
2598,210,20231201,True,202499,53226,16837,36962,39235,13927,9232,17275,11611,4194
2599,210,20240101,True,205800,58464,15917,33385,40931,13891,9166,17650,11809,4587
2600,210,20240201,True,202093,53893,17505,33427,40711,14009,9256,17394,11449,4449
2601,210,20240301,True,205247,54573,17424,36608,39731,13683,9595,17408,12002,4223
2602,210,20240401,True,206390,53840,17074,37195,40922,13740,9637,17830,11702,4450
2603,210,20240501,True,200318,53114,16039,33210,41070,13864,9596,17517,11636,4272
2604,210,20240601,True,208836,59328,17124,34073,40433,13752,9655,17830,12038,4603
2605,210,20240701,True,208774,56814,17234,36725,40178,13746,9398,18227,11831,4621
2606,210,20240801,True,206219,55639,16564,37615,39627,13650,9130,17471,11921,4602
2607,210,20240901,True,207359,55463,17183,36577,41110,13935,9185,17461,11797,4648
2608,210,20241001,True,210756,56568,18201,35747,41593,14034,9863,18298,12101,4351
2609,210,20241101,True,203129,53200,16995,35229,39674,14192,9341,18072,11930,4496
2610,210,20241201,True,208135,58977,16219,35022,40260,14161,9750,17595,11890,4261
2611,210,20250101,True,202347,50787,16901,34903,40709,14404,10028,18308,11808,4499
2612,210,20250201,True,208905,59178,16073,34128,40874,13885,9806,18373,12190,4398
2613,210,20250301,True,206477,52227,17658,37839,40533,14233,9439,18132,11783,4633
2614,210,20250401,True,205632,51843,18168,35448,41549,14187,9611,18316,12029,4481
2615,210,20250501,True,210983,58850,16650,37150,40063,14059,9903,17664,12288,4356
2616,210,20250601,True,205453,54762,16624,33798,41930,14442,9654,17954,11787,4502
2617,210,20250701,True,210808,59156,15630,35665,42000,14548,9597,17784,12064,4364
2618,210,20250801,True,208436,53323,18097,37292,40410,14441,10122,18430,11870,4451
2619,210,20250901,True,207197,52539,17360,36589,41314,14316,10263,18007,12338,4471
2620,210,20251001,True,205086,52746,18116,33917,41277,14100,9703,18287,12273,4667
2621,210,20251101,True,214113,57261,17808,38770,40889,14195,9834,18733,12246,4377
2622,210,20251201,True,214633,58495,18143,38230,41448,14366,9582,17968,12009,4392
2623,210,20260101,True,206000,51853,17427,36633,41311,14441,9803,18098,12026,4408
2624,210,20260201,True,207365,55433,17843,33968,40827,14496,9425,18127,12463,4783
2625,210,20260301,True,208708,53756,17377,35620,42535,14118,10246,18166,12340,4550
2626,210,20260401,True,211102,57495,16582,35298,41263,14186,10360,18837,12301,4780
2627,210,20260501,True,204659,51240,17790,33206,41871,14680,10230,18751,12089,4802
2628,210,20260601,True,209717,54348,17365,37069,41156,14449,10155,18429,12279,4467
2629,210,20260701,True,208369,52274,16977,36411,42548,14649,9613,18976,12074,4847
2630,210,20260801,True,209842,57203,16229,34226,41935,14431,9936,18895,12186,4801
2631,210,20260901,True,210534,55364,16198,37706,41559,14535,9983,18520,12225,4444
2632,211,20241001,False,151284,28040,8161,16676,41593,14034,8111,18298,12101,4270
2633,211,20241101,False,151093,30057,7972,17204,39674,14192,7773,18072,11930,4219
2634,211,20241201,True,151225,29577,7915,17685,40260,14161,7806,17595,11890,4336
2635,211,20250101,True,149450,26040,7430,18961,40709,14404,7469,18308,11808,4321
2636,211,20250201,True,151220,28017,7456,18484,40874,13885,7607,18373,12190,4334
2637,211,20250301,True,151588,27260,8600,19020,40533,14233,7993,18132,11783,4034
2638,211,20250401,True,150205,26056,8035,18322,41549,14187,7647,18316,12029,4064
2639,211,20250501,True,150291,27072,8136,19030,40063,14059,7708,17664,12288,4271
2640,211,20250601,True,153621,27790,8350,19045,41930,14442,8121,17954,11787,4202
2641,211,20250701,True,155086,29665,8575,18409,42000,14548,7662,17784,12064,4379
2642,211,20250801,True,149152,25985,7831,18396,40410,14441,7518,18430,11870,4271
2643,211,20250901,True,154128,29772,7924,18284,41314,14316,8144,18007,12338,4029
2644,211,20251001,True,151472,26020,8566,19110,41277,14100,7767,18287,12273,4072
2645,211,20251101,True,152444,29178,7886,16934,40889,14195,8291,18733,12246,4092
2646,211,20251201,True,150937,25847,8382,18708,41448,14366,7879,17968,12009,4330
2647,211,20260101,True,152142,28561,7966,17667,41311,14441,7987,18098,12026,4085
2648,211,20260201,True,151587,26481,8255,18293,40827,14496,8306,18127,12463,4339
2649,211,20260301,True,151788,26940,7868,18069,42535,14118,7685,18166,12340,4067
2650,211,20260401,True,149567,26060,7609,17143,41263,14186,7874,18837,12301,4294
2651,211,20260501,True,155413,29958,8581,17464,41871,14680,7936,18751,12089,4083
2652,211,20260601,True,152337,26527,7801,19327,41156,14449,7897,18429,12279,4472
2653,211,20260701,True,152991,28200,7461,16590,42548,14649,8397,18976,12074,4096
2654,211,20260801,True,153954,29788,7570,16852,41935,14431,7918,18895,12186,4379
2655,211,20260901,True,151249,25762,7504,18720,41559,14535,8180,18520,12225,4244
2656,212,20260901,True,258638,81172,25473,49411,41559,14535,9744,18520,12225,5999
2657,213,20250401,True,141849,24281,6826,14091,41549,14187,6497,18316,12029,4073
2658,213,20250501,True,138700,22365,7188,14512,40063,14059,6330,17664,12288,4231
2659,213,20250601,True,142541,22268,7516,15874,41930,14442,6558,17954,11787,4212
2660,213,20250701,True,141773,22620,6883,15024,42000,14548,6939,17784,12064,3911
2661,213,20250801,True,141582,22442,6748,16187,40410,14441,6907,18430,11870,4147
2662,213,20250901,True,140559,22866,6720,14043,41314,14316,6650,18007,12338,4305
2663,213,20251001,True,140567,22495,6598,14911,41277,14100,6542,18287,12273,4084
2664,213,20251101,False,142807,24642,6630,14247,40889,14195,6950,18733,12246,4275
2665,213,20251201,True,140979,22700,6543,14979,41448,14366,6725,17968,12009,4241
2666,213,20260101,True,143194,24139,6644,15307,41311,14441,6912,18098,12026,4316
2667,213,20260201,True,144427,25653,6910,15174,40827,14496,6714,18127,12463,4063
2668,213,20260301,True,146033,25266,7318,15448,42535,14118,6724,18166,12340,4118
2669,213,20260401,True,144497,24990,7410,14355,41263,14186,6859,18837,12301,4296
2670,213,20260501,True,143237,23013,6568,15036,41871,14680,6908,18751,12089,4321
2671,213,20260601,True,145164,25904,6897,14612,41156,14449,7051,18429,12279,4387
2672,213,20260701,True,145467,23806,7267,14982,42548,14649,6802,18976,12074,4363
2673,213,20260801,True,144658,24171,7153,14766,41935,14431,6853,18895,12186,4268
2674,213,20260901,True,140991,22536,6975,13946,41559,14535,6519,18520,12225,4176
2675,214,20260901,True,185907,42975,13832,28081,41559,14535,10158,18520,12225,4022
2676,215,20240401,True,163722,35958,9409,23452,40922,13740,6196,17830,11702,4513
2677,215,20240501,True,158720,32061,10459,21315,41070,13864,6161,17517,11636,4637
2678,215,20240601,True,160281,33180,10483,21010,40433,13752,6746,17830,12038,4809
2679,215,20240701,True,164689,36031,9981,23498,40178,13746,6634,18227,11831,4563
2680,215,20240801,True,158414,33713,9555,21653,39627,13650,6166,17471,11921,4658
2681,215,20240901,True,164448,35264,10237,23472,41110,13935,6479,17461,11797,4693
2682,215,20241001,True,166466,36620,9610,22744,41593,14034,6807,18298,12101,4659
2683,215,20241101,True,164255,35386,10942,22707,39674,14192,6751,18072,11930,4601
2684,215,20241201,True,162639,34989,9767,22944,40260,14161,6243,17595,11890,4790
2685,215,20250101,True,167180,35541,10800,24131,40709,14404,6588,18308,11808,4891
2686,215,20250201,True,167226,36277,10772,23574,40874,13885,6321,18373,12190,4960
2687,215,20250301,True,164687,35043,9759,23730,40533,14233,6855,18132,11783,4619
2688,215,20250401,True,164689,35192,10553,21602,41549,14187,6406,18316,12029,4855
2689,215,20250501,True,163041,34807,9870,22880,40063,14059,6528,17664,12288,4882
2690,215,20250601,True,163582,34596,10287,20937,41930,14442,6672,17954,11787,4977
